"Index","X","Y","Error"
"1","75.053","219.966","0.0512519133368524"
"2","75.322","220.459","0.306583003330304"
"3","75.59","219.966","0.250688706539014"
"4","75.95","220.622","0.22469135919425"
"5","76.669","220.62","0.044195490486133"
"6","77.032","221.273","0.427284973145399"
"7","77.387","220.616","0.314567902871924"
"8","77.752","221.268","0.155241302716023"
"9","78.472","221.263","0.116802367713353"
"10","78.84","221.912","0.349107235772867"
"11","79.562","221.904","0.0735353539181048"
"12","80.283","221.896","0.201665137260297"
"13","80.656","222.54","0.257745129389733"
"14","81.379","222.529","0.0209835732140015"
"15","81.755","223.17","0.434527091334302"
"16","82.102","222.517","0.300640752508657"
"17","82.48","223.157","0.153198653996071"
"18","83.11","222.983","0.242332416321043"
"19","83.49","223.62","0.207978778758309"
"20","84.216","223.604","0.0765064793289148"
"21","84.599","224.237","0.368976636957785"
"22","84.941","223.587","0.361548823430731"
"23","85.326","224.219","0.0822630348124415"
"24","85.713","224.848","0.522546681630228"
"25","86.441","224.828","0.233604735426738"
"26","87.17","224.807","0.0566370781440126"
"27","87.815","224.946","0.167125804359327"
"28","88.207","225.569","0.265730028931342"
"29","88.938","225.544","0.0289684727556054"
"30","89.333","226.163","0.39905928174249"
"31","90.065","226.136","0.10213243599737"
"32","90.463","226.751","0.525332111702886"
"33","91.096","226.568","0.120330579138745"
"34","91.829","226.537","0.180681564046274"
"35","92.231","227.149","0.238247118881145"
"36","92.966","227.116","0.0653647590383177"
"37","93.371","227.723","0.347807368405632"
"38","93.701","227.081","0.370833590339602"
"39","94.107","227.687","0.041038669737145"
"40","94.514","228.291","0.450682585755688"
"41","95.251","228.253","0.141685543029081"
"42","95.661","228.852","0.545572903564166"
"43","95.989","228.213","0.169539843755671"
"44","96.4","228.812","0.233976126103084"
"45","97.139","228.77","0.0794776047397566"
"46","97.553","229.364","0.318281809635477"
"47","97.878","228.726","0.394788288964408"
"48","98.293","229.32","0.00259973473447531"
"49","98.71","229.91","0.395531070317114"
"50","99.346","229.716","0.0207978778758183"
"51","99.765","230.303","0.368605246281435"
"52","100.508","230.254","0.0471666158969747"
"53","100.929","230.837","0.432113051937984"
"54","101.673","230.785","0.107517600804504"
"55","102.337","230.89","0.041595755751663"
"56","102.761","231.467","0.336665648115019"
"57","103.507","231.411","0.00761350886526909"
"58","103.934","231.984","0.381046833939314"
"59","104.681","231.925","0.0488378739405656"
"60","105.11","232.494","0.417814510898367"
"61","105.858","232.433","0.0833772068414827"
"62","106.29","232.998","0.4475257650067"
"63","106.931","232.793","0.0191266198322591"
"64","107.365","233.354","0.378818489881205"
"65","108.115","233.288","0.0389960210171929"
"66","108.551","233.845","0.394231202949874"
"67","109.302","233.776","0.0512519133368841"
"68","109.74","234.329","0.4020304071533"
"69","110.492","234.256","0.054965820100427"
"70","110.933","234.806","0.401844711815143"
"71","111.245","234.183","0.292470157628886"
"72","111.686","234.73","0.0516233040132189"
"73","112.128","235.275","0.393488421597157"
"74","112.883","235.197","0.0406672790607785"
"75","113.327","235.738","0.378075708528473"
"76","113.637","235.117","0.313639426181066"
"77","114.083","235.656","0.0211692685521847"
"78","114.529","236.193","0.35412100990364"
"79","115.174","235.975","0.0878338949577533"
"80","115.622","236.508","0.240661158277463"
"81","116.071","237.038","0.56599939076366"
"82","116.38","236.421","0.121630446505969"
"83","116.83","236.95","0.202407918612966"
"84","117.28","237.476","0.52366085365928"
"85","118.04","237.385","0.156912560759609"
"86","118.723","237.446","0.0401101930462553"
"87","119.176","237.966","0.274457709825695"
"88","119.937","237.87","0.0973043572047595"
"89","120.392","238.385","0.211878380860009"
"90","121.154","238.287","0.162112030228564"
"91","121.611","238.798","0.142614019719992"
"92","122.068","239.306","0.44455463959589"
"93","122.373","238.696","0.235090298132141"
"94","123.176","239.581","0.28838486018895"
"95","123.941","239.475","0.0941475364557662"
"96","124.401","239.976","0.200179574554862"
"97","124.863","240.473","0.490049997449247"
"98","125.166","239.866","0.186066728853397"
"99","125.629","240.363","0.103432303364621"
"100","126.091","240.856","0.389588819495463"
"101","126.858","240.742","0.00111417202906763"
"102","127.322","241.231","0.280585655985509"
"103","128.09","241.114","0.113274156287999"
"104","128.556","241.599","0.163968983610333"
"105","129.022","242.081","0.438426693436007"
"106","129.791","241.959","0.0395531070317109"
"107","130.258","242.437","0.309925519417517"
"108","130.911","242.192","0.160069381508612"
"109","131.38","242.667","0.106774819451803"
"110","131.849","243.138","0.369905113648707"
"111","132.62","243.008","0.0371390676353924"
"112","133.091","243.476","0.22246301513612"
"113","133.561","243.94","0.478722581820424"
"114","134.334","243.805","0.0662932357292021"
"115","134.806","244.265","0.318096114297289"
"116","135.579","244.127","0.0971186618665816"
"117","136.052","244.583","0.150598919261575"
"118","136.525","245.036","0.395531070317135"
"119","136.751","244.59","0.102503826673742"
"120","137.224","245.042","0.141499847690929"
"121","137.698","245.49","0.381418224615649"
"122","138.474","245.344","0.0423385371043694"
"123","138.83","245.677","0.134629120178356"
"124","139.305","246.119","0.36860524628145"
"125","140.082","245.968","0.0601652895693724"
"126","140.558","246.406","0.169725539093823"
"127","141.034","246.841","0.39683093768437"
"128","141.812","246.685","0.0369533722972356"
"129","142.289","247.116","0.186066728853408"
"130","142.766","247.544","0.406301399931393"
"131","143.545","247.383","0.0324966841809651"
"132","144.022","247.807","0.184024080133445"
"133","144.5","248.228","0.397388023698904"
"134","145.28","248.062","0.0464238345442471"
"135","145.759","248.479","0.162854811581271"
"136","146.237","248.894","0.370647895001392"
"137","146.596","249.203","0.524217939673835"
"138","147.377","249.03","0.0735353539181312"
"139","147.857","249.438","0.274086319149344"
"140","148.336","249.844","0.473151721675107"
"141","149.118","249.666","0.0174553617886471"
"142","149.597","250.067","0.211878380860046"
