"Index","X","Y","Error"
"1","75.047","345.307","0.0475184174820647"
"2","75.209","345.11","0.209000000000003"
"3","75.048","344.775","0.0480000000000018"
"4","75.212","344.707","0.212000000000003"
"5","75.214","344.432","0.213999999999999"
"6","75.215","344.293","0.215000000000003"
"7","75.217","344.01","0.216999999999999"
"8","75.218","343.867","0.218000000000004"
"9","75.22","343.576","0.219999999999999"
"10","75.05","343.503","0.0499999999999972"
"11","75.05","343.206","0.0499999999999972"
"12","75.051","343.056","0.0510000000000019"
"13","75.137","342.866","0.137"
"14","75.051","342.674","0.0510000000000019"
"15","75.051","342.363","0.0510000000000019"
"16","75.227","342.284","0.227000000000004"
"17","75.228","341.966","0.227999999999994"
"18","75.052","341.886","0.0520000000000067"
"19","75.052","341.562","0.0520000000000067"
"20","75.231","341.48","0.230999999999995"
"21","75.232","341.149","0.231999999999999"
"22","75.053","341.066","0.0529999999999973"
"23","75.234","340.814","0.233999999999995"
"24","75.234","340.644","0.233999999999995"
"25","75.053","340.386","0.0529999999999973"
"26","75.236","340.3","0.236000000000004"
"27","75.237","339.951","0.236999999999995"
"28","75.054","339.863","0.054000000000002"
"29","75.239","339.597","0.239000000000004"
"30","75.054","339.507","0.054000000000002"
"31","75.055","339.146","0.0550000000000068"
"32","75.241","339.055","0.241"
"33","75.055","338.78","0.0550000000000068"
"34","75.242","338.688","0.242000000000004"
"35","75.055","338.409","0.0550000000000068"
"36","75.055","338.221","0.0550000000000068"
"37","75.056","337.937","0.0559999999999974"
"38","75.245","337.842","0.245000000000005"
"39","75.056","337.554","0.0559999999999974"
"40","75.246","337.458","0.245999999999995"
"41","75.056","337.166","0.0559999999999974"
"42","75.247","337.068","0.247"
"43","75.056","336.772","0.0559999999999974"
"44","75.248","336.673","0.248000000000005"
"45","75.057","336.373","0.0570000000000022"
"46","75.249","336.272","0.248999999999995"
"47","75.057","335.969","0.0570000000000022"
"48","75.251","335.866","0.251000000000005"
"49","75.057","335.559","0.0570000000000022"
"50","75.252","335.456","0.251999999999995"
"51","75.057","335.144","0.0570000000000022"
"52","75.253","335.039","0.253"
"53","75.058","334.724","0.0580000000000069"
"54","75.254","334.618","0.254000000000005"
"55","75.058","334.298","0.0580000000000069"
"56","75.058","334.083","0.0580000000000069"
"57","75.256","333.758","0.256"
"58","75.058","333.649","0.0580000000000069"
"59","75.257","333.321","0.257000000000005"
"60","75.058","333.21","0.0580000000000069"
"61","75.257","332.878","0.257000000000005"
"62","75.059","332.766","0.0589999999999975"
"63","75.059","332.429","0.0589999999999975"
"64","75.259","332.316","0.259"
"65","75.259","331.861","0.259"
"66","75.059","331.747","0.0589999999999975"
