"Index","X","Y","Error"
"67","75.26","331.401","0.260000000000005"
"68","75.059","331.285","0.0589999999999975"
"69","75.261","330.935","0.260999999999996"
"70","75.059","330.818","0.0589999999999975"
"71","75.262","330.464","0.262"
"72","75.059","330.345","0.0589999999999975"
"73","75.263","329.987","0.263000000000005"
"74","75.06","329.868","0.0600000000000023"
"75","75.263","329.505","0.263000000000005"
"76","75.06","329.384","0.0600000000000023"
"77","75.264","329.018","0.263999999999996"
"78","75.06","328.896","0.0600000000000023"
"79","75.06","328.401","0.0600000000000023"
"80","75.265","328.277","0.265000000000001"
"81","75.06","327.902","0.0600000000000023"
"82","75.266","327.776","0.266000000000005"
"83","75.06","327.397","0.0600000000000023"
"84","75.266","327.27","0.266000000000005"
"85","75.061","326.887","0.061000000000007"
"86","75.267","326.758","0.266999999999996"
"87","75.061","326.371","0.061000000000007"
"88","75.164","326.306","0.164000000000001"
"89","75.268","325.85","0.268000000000001"
"90","75.061","325.719","0.061000000000007"
"91","75.269","325.323","0.269000000000005"
"92","75.061","325.191","0.061000000000007"
"93","75.269","324.791","0.269000000000005"
"94","75.061","324.657","0.061000000000007"
"95","75.27","324.253","0.269999999999996"
"96","75.061","324.118","0.061000000000007"
"97","75.27","323.71","0.269999999999996"
"98","75.061","323.574","0.061000000000007"
"99","75.271","323.162","0.271000000000001"
"100","75.062","323.024","0.0619999999999976"
"101","75.271","322.608","0.271000000000001"
"102","75.062","322.469","0.0619999999999976"
"103","75.272","322.048","0.272000000000006"
"104","75.062","321.908","0.0619999999999976"
"105","75.272","321.484","0.272000000000006"
"106","75.062","321.342","0.0619999999999976"
"107","75.273","320.913","0.272999999999996"
"108","75.062","320.77","0.0619999999999976"
"109","75.273","320.337","0.272999999999996"
"110","75.062","320.192","0.0619999999999976"
"111","75.273","319.756","0.272999999999996"
"112","75.062","319.61","0.0619999999999976"
"113","75.274","319.169","0.274000000000001"
"114","75.062","319.021","0.0619999999999976"
"115","75.168","318.651","0.168000000000006"
"116","75.062","318.576","0.0619999999999976"
"117","75.274","318.128","0.274000000000001"
"118","75.062","317.978","0.0619999999999976"
"119","75.275","317.526","0.275000000000006"
"120","75.062","317.375","0.0619999999999976"
"121","75.275","316.918","0.275000000000006"
"122","75.062","316.766","0.0619999999999976"
"123","75.275","316.305","0.275000000000006"
"124","75.063","316.151","0.0630000000000024"
"125","75.276","315.686","0.275999999999996"
"126","75.063","315.531","0.0630000000000024"
"127","75.276","315.062","0.275999999999996"
"128","75.063","314.905","0.0630000000000024"
"129","75.276","314.432","0.275999999999996"
"130","75.063","314.273","0.0630000000000024"
"131","75.276","313.796","0.275999999999996"
"132","75.063","313.637","0.0630000000000024"
"133","75.276","313.155","0.275999999999996"
"134","75.063","312.994","0.0630000000000024"
"135","75.277","312.508","0.277000000000001"
"136","75.063","312.346","0.0630000000000024"
"137","75.277","311.856","0.277000000000001"
"138","75.063","311.692","0.0630000000000024"
"139","75.277","311.198","0.277000000000001"
"140","75.063","311.032","0.0630000000000024"
"141","75.277","310.534","0.277000000000001"
"142","75.063","310.367","0.0630000000000024"
"143","75.063","309.865","0.0630000000000024"
"144","75.277","309.697","0.277000000000001"
"145","75.063","309.19","0.0630000000000024"
"146","75.277","309.02","0.277000000000001"
"147","75.063","308.509","0.0630000000000024"
"148","75.277","308.338","0.277000000000001"
"149","75.063","307.823","0.0630000000000024"
"150","75.278","307.65","0.278000000000006"
"151","75.063","307.131","0.0630000000000024"
"152","75.278","306.957","0.278000000000006"
"153","75.063","306.433","0.0630000000000024"
"154","75.278","306.258","0.278000000000006"
"155","75.063","305.73","0.0630000000000024"
"156","75.278","305.553","0.278000000000006"
"157","75.063","305.021","0.0630000000000024"
"158","75.278","304.843","0.278000000000006"
"159","75.063","304.306","0.0630000000000024"
"160","75.278","304.126","0.278000000000006"
"161","75.063","303.586","0.0630000000000024"
"162","75.278","303.404","0.278000000000006"
"163","75.063","302.859","0.0630000000000024"
"164","75.278","302.677","0.278000000000006"
"165","75.063","302.127","0.0630000000000024"
"166","75.278","301.943","0.278000000000006"
"167","75.063","301.39","0.0630000000000024"
"168","75.278","301.204","0.278000000000006"
"169","75.063","300.832","0.0630000000000024"
"170","75.277","300.646","0.277000000000001"
"171","75.063","300.084","0.0630000000000024"
"172","75.277","299.896","0.277000000000001"
"173","75.063","299.331","0.0630000000000024"
"174","75.277","299.141","0.277000000000001"
"175","75.063","298.571","0.0630000000000024"
"176","75.277","298.38","0.277000000000001"
"177","75.063","297.806","0.0630000000000024"
"178","75.277","297.613","0.277000000000001"
"179","75.063","297.035","0.0630000000000024"
"180","75.277","296.841","0.277000000000001"
"181","75.063","296.258","0.0630000000000024"
"182","75.277","296.062","0.277000000000001"
"183","75.277","295.278","0.277000000000001"
"184","75.277","295.278","0.277000000000001"
"185","75.276","294.488","0.275999999999996"
"186","75.276","294.488","0.275999999999996"
"187","75.276","293.691","0.275999999999996"
"188","75.063","293.492","0.0630000000000024"
"189","75.276","292.889","0.275999999999996"
"190","75.276","292.889","0.275999999999996"
"191","75.276","292.081","0.275999999999996"
"192","75.063","291.878","0.0630000000000024"
"193","75.276","291.267","0.275999999999996"
"194","75.276","291.267","0.275999999999996"
"195","75.275","290.447","0.275000000000006"
"196","75.063","290.241","0.0630000000000024"
"197","75.275","289.828","0.275000000000006"
"198","75.275","289.828","0.275000000000006"
"199","75.275","288.998","0.275000000000006"
"200","75.062","288.789","0.0619999999999976"
"201","75.275","288.161","0.275000000000006"
"202","75.062","287.951","0.0619999999999976"
"203","75.274","287.319","0.274000000000001"
"204","75.274","287.319","0.274000000000001"
"205","75.274","286.47","0.274000000000001"
"206","75.274","286.47","0.274000000000001"
"207","75.274","285.616","0.274000000000001"
"208","75.274","285.616","0.274000000000001"
"209","75.273","284.755","0.272999999999996"
"210","75.273","284.755","0.272999999999996"
"211","75.273","283.888","0.272999999999996"
"212","75.273","283.888","0.272999999999996"
"213","75.273","283.015","0.272999999999996"
"214","75.273","283.015","0.272999999999996"
"215","75.272","282.136","0.272000000000006"
"216","75.062","281.915","0.0619999999999976"
"217","75.272","281.251","0.272000000000006"
"218","75.062","280.583","0.0619999999999976"
"219","75.272","280.359","0.272000000000006"
"220","75.062","279.687","0.0619999999999976"
"221","75.271","279.462","0.271000000000001"
"222","75.062","278.784","0.0619999999999976"
"223","75.166","278.671","0.165999999999997"
"224","75.061","278.103","0.061000000000007"
"225","75.271","277.875","0.271000000000001"
"226","75.061","277.19","0.061000000000007"
"227","75.27","276.961","0.269999999999996"
"228","75.061","276.27","0.061000000000007"
"229","75.27","276.039","0.269999999999996"
"230","75.061","275.344","0.061000000000007"
"231","75.269","275.112","0.269000000000005"
"232","75.269","274.645","0.269000000000005"
"233","75.269","274.178","0.269000000000005"
"234","75.268","273.708","0.268000000000001"
"235","75.268","273.237","0.268000000000001"
"236","75.061","272.528","0.061000000000007"
"237","75.268","272.29","0.268000000000001"
"238","75.268","271.814","0.268000000000001"
"239","75.267","271.337","0.266999999999996"
"240","75.061","270.618","0.061000000000007"
"241","75.267","270.377","0.266999999999996"
"242","75.266","269.411","0.266000000000005"
"243","75.266","269.411","0.266000000000005"
"244","75.266","268.438","0.266000000000005"
"245","75.266","268.438","0.266000000000005"
"246","75.265","267.458","0.265000000000001"
"247","75.265","267.458","0.265000000000001"
"248","75.265","266.472","0.265000000000001"
"249","75.06","266.225","0.0600000000000023"
"250","75.264","265.728","0.263999999999996"
"251","75.264","265.728","0.263999999999996"
"252","75.264","264.73","0.263999999999996"
"253","75.264","264.73","0.263999999999996"
"254","75.263","263.726","0.263000000000005"
"255","75.263","263.726","0.263000000000005"
"256","75.262","262.714","0.262"
"257","75.262","262.714","0.262"
"258","75.262","261.696","0.262"
"259","75.262","261.696","0.262"
"260","75.261","260.671","0.260999999999996"
"261","75.261","260.671","0.260999999999996"
"262","75.26","259.639","0.260000000000005"
"263","75.26","259.639","0.260000000000005"
"264","75.26","258.6","0.260000000000005"
"265","75.26","258.6","0.260000000000005"
"266","75.259","257.554","0.259"
"267","75.259","257.554","0.259"
"268","75.258","256.501","0.257999999999996"
"269","75.258","256.501","0.257999999999996"
"270","75.258","255.441","0.257999999999996"
"271","75.258","255.441","0.257999999999996"
"272","75.257","254.374","0.257000000000005"
"273","75.257","254.374","0.257000000000005"
"274","75.256","253.299","0.256"
"275","75.256","253.299","0.256"
"276","75.256","252.217","0.256"
"277","75.256","252.217","0.256"
"278","75.255","251.401","0.254999999999995"
"279","75.255","251.401","0.254999999999995"
"280","75.058","250.581","0.0580000000000069"
"281","75.254","250.306","0.254000000000005"
"282","75.058","249.481","0.522230791891867"
