"Index","X","Y","Error"
"1","162.165","208.047","0.0484111117246384"
"2","161.501","207.432","0.0616475366939457"
"3","161.501","207.432","0.0616475366939457"
"4","161.501","207.432","0.0616475366939457"
"5","161.501","207.432","0.0616475366939457"
"6","161.501","207.432","0.0616475366939457"
"7","161.501","207.432","0.0616475366939457"
"8","161.501","207.432","0.0616475366939457"
"9","161.501","207.432","0.0616475366939457"
"10","161.501","207.432","0.0616475366939457"
"11","161.236","207.184","0.122897226127918"
"12","161.236","207.184","0.122897226127918"
"13","161.236","207.184","0.122897226127918"
"14","161.236","207.184","0.122897226127918"
"15","161.236","207.184","0.122897226127918"
"16","161.236","207.184","0.122897226127918"
"17","161.236","207.184","0.122897226127918"
"18","161.236","207.184","0.122897226127918"
"19","161.236","207.184","0.122897226127918"
"20","161.236","207.184","0.122897226127918"
"21","160.79","206.355","0.0268348896683316"
"22","160.343","205.521","0.00345775972559687"
"23","160.16","204.935","0.0884141633123448"
"24","160.16","204.935","0.0884141633123448"
"25","160.16","204.935","0.0884141633123448"
"26","160.16","204.935","0.0884141633123448"
"27","160.16","204.935","0.0884141633123448"
"28","160.16","204.935","0.0884141633123448"
"29","160.16","204.935","0.0884141633123448"
"30","160.16","204.935","0.0884141633123448"
"31","160.16","204.935","0.0884141633123448"
"32","159.894","204.681","0.0532164518460289"
"33","159.894","204.681","0.0532164518460289"
"34","159.894","204.681","0.0532164518460289"
"35","159.894","204.681","0.0532164518460289"
"36","159.894","204.681","0.0532164518460289"
"37","159.894","204.681","0.0532164518460289"
"38","159.894","204.681","0.0532164518460289"
"39","159.894","204.681","0.0532164518460289"
"40","159.894","204.681","0.0532164518460289"
"41","159.894","204.681","0.0532164518460289"
"42","159.153","202.317","0.0726193496853079"
"43","159.044","201.385","0.0361226227852756"
"44","158.931","200.45","0.0784109274605668"
"45","158.931","200.45","0.0784109274605668"
"46","158.931","200.45","0.0784109274605668"
"47","158.931","200.45","0.0784109274605668"
"48","158.931","200.45","0.0784109274605668"
"49","158.931","200.45","0.0784109274605668"
"50","158.931","200.45","0.0784109274605668"
"51","158.931","200.45","0.0784109274605668"
"52","158.931","200.45","0.0784109274605668"
"53","158.931","200.45","0.0784109274605668"
"54","152.649","199.925","0.0749999999999886"
"55","152.225","200.331","0.330999999999989"
"56","144.493","200.357","0.356999999999999"
"57","143.552","200.173","0.173000000000002"
"58","136.476","200.197","0.197000000000003"
"59","135.887","199.936","0.063999999999993"
"60","128.888","200.284","0.283999999999992"
"61","128.428","200.162","0.162000000000006"
"62","122.872","200.046","0.127317442394691"
"63","122.872","200.046","0.127317442394691"
"64","122.872","200.046","0.127317442394691"
"65","122.872","200.046","0.127317442394691"
"66","122.894","201.095","0.0550304982820951"
"67","122.894","201.095","0.0550304982820951"
"68","122.894","201.095","0.0550304982820951"
"69","122.894","201.095","0.0550304982820951"
"70","122.894","201.095","0.0550304982820951"
"71","122.894","201.095","0.0550304982820951"
"72","122.894","201.095","0.0550304982820951"
"73","122.894","201.095","0.0550304982820951"
"74","122.894","201.095","0.0550304982820951"
"75","122.787","201.454","0.122785118624219"
"76","122.787","201.454","0.122785118624219"
"77","122.787","201.454","0.122785118624219"
"78","122.787","201.454","0.122785118624219"
"79","122.787","201.454","0.122785118624219"
"80","122.787","201.454","0.122785118624219"
"81","122.787","201.454","0.122785118624219"
"82","122.787","201.454","0.122785118624219"
"83","122.787","201.454","0.122785118624219"
"84","122.422","203.745","0.0207674474644578"
"85","122.311","204.101","0.0317013664593953"
"86","120.597","207.353","0.0913040111508228"
"87","119.55","208.475","0.0392601850249318"
"88","117.672","210.01","0.0306269591606937"
"89","115.025","211.27","0.0319780078847861"
"90","114.547","211.649","0.177721446982465"
"91","110.692","211.983","0.0125186814660847"
"92","110.341","212.011","0.0295825825681591"
"93","106.721","211.273","0.0590579721396978"
"94","105.598","210.671","0.03907217358484"
"95","103.366","209.444","0.144785419684121"
"96","102.188","208.13","0.00929450323915684"
"97","101.018","206.798","0.0782214162634318"
"98","100.03","204.551","0.12218001078295"
"99","99.623","203.856","0.0136051159917344"
"100","99.623","203.856","0.0136051159917344"
"101","99.623","203.856","0.0136051159917344"
"102","99.623","203.856","0.0136051159917344"
"103","99.623","203.856","0.0136051159917344"
"104","99.623","203.856","0.0136051159917344"
"105","99.623","203.856","0.0136051159917344"
"106","99.623","203.856","0.0136051159917344"
"107","99.623","203.856","0.0136051159917344"
"108","99.42","203.508","0.100187451200165"
"109","99.42","203.508","0.100187451200165"
"110","99.42","203.508","0.100187451200165"
"111","99.42","203.508","0.100187451200165"
"112","99.42","203.508","0.100187451200165"
"113","99.42","203.508","0.100187451200165"
"114","99.42","203.508","0.100187451200165"
"115","99.42","203.508","0.100187451200165"
"116","99.42","203.508","0.100187451200165"
"117","99.353","202.792","0.0226170969244174"
"118","99.353","202.792","0.0226170969244174"
"119","99.353","202.792","0.0226170969244174"
"120","99.353","202.792","0.0226170969244174"
"121","99.353","202.792","0.0226170969244174"
"122","99.353","202.792","0.0226170969244174"
"123","99.353","202.792","0.0226170969244174"
"124","99.353","202.792","0.0226170969244174"
"125","99.353","202.792","0.0226170969244174"
"126","99.353","202.792","0.0226170969244174"
"127","99.151","202.441","0.0978898473718881"
"128","99.151","202.441","0.0978898473718881"
"129","99.151","202.441","0.0978898473718881"
"130","99.151","202.441","0.0978898473718881"
"131","99.151","202.441","0.0978898473718881"
"132","99.151","202.441","0.0978898473718881"
"133","99.151","202.441","0.0978898473718881"
"134","99.151","202.441","0.0978898473718881"
"135","99.151","202.441","0.0978898473718881"
"136","99.286","202.073","0.103870805760892"
"137","99.286","202.073","0.103870805760892"
"138","99.286","202.073","0.103870805760892"
"139","99.286","202.073","0.103870805760892"
"140","99.286","202.073","0.103870805760892"
"141","99.286","202.073","0.103870805760892"
"142","99.286","202.073","0.103870805760892"
"143","99.286","202.073","0.103870805760892"
"144","99.286","202.073","0.103870805760892"
"145","99.286","202.073","0.103870805760892"
"146","99.084","201.719","0.0397007094313033"
"147","99.084","201.719","0.0397007094313033"
"148","99.084","201.719","0.0397007094313033"
"149","99.084","201.719","0.0397007094313033"
"150","99.084","201.719","0.0397007094313033"
"151","99.084","201.719","0.0397007094313033"
"152","99.084","201.719","0.0397007094313033"
"153","99.084","201.719","0.0397007094313033"
"154","99.084","201.719","0.0397007094313033"
"155","99.017","200.995","0.0248918305666672"
"156","98.949","200.267","0.0548778265012499"
"157","98.949","200.267","0.0548778265012499"
"158","98.949","200.267","0.0548778265012499"
"159","98.949","200.267","0.0548778265012499"
"160","98.949","200.267","0.0548778265012499"
"161","98.949","200.267","0.0548778265012499"
"162","98.949","200.267","0.0548778265012499"
"163","98.949","200.267","0.0548778265012499"
"164","97.745","199.951","0.0490000000000066"
"165","97.077","199.978","0.0219999999999914"
"166","90.04","199.841","0.158999999999992"
"167","87.707","199.897","0.103000000000009"
"168","81.474","200.558","0.557999999999993"
"169","76.467","200.593","0.592999999999989"
"170","75.216","200.781","0.215999999999994"
"171","75.216","200.781","0.215999999999994"
"172","75.216","200.781","0.215999999999994"
"173","75.049","200.409","0.0490000000000066"
